CCPA required,Index,category,sub category,Profit-nonprofit,companyWebsite,url
Government,60,HealthFitness,Diet,Government,choosemyplate.gov,https://www.myplate.gov/
Government,61,HealthFitness,Healthcare,Government,healthcare.gov,https://www.healthcare.gov/
Government,67,HealthFitness,Medical,Government,nih.gov,https://www.nih.gov/
Government,70,HealthFitness,Medical,Government,cdc.gov,https://www.cdc.gov/
Government,82,HealthFitness,OnlinePharmacies,Government,clinicaltrials.gov,https://clinicaltrials.gov/
Government,91,HealthFitness,WomensHealth,Government,womenshealth.gov,https://www.womenshealth.gov/
Government,393,ScienceMath,Astrology,Government,jpl.nasa.gov,https://www.jpl.nasa.gov/
Government,398,ScienceMath,Astrology,Government,apod.nasa.gov,https://apod.nasa.gov/apod/astropix.html
Government,399,ScienceMath,Biology,Government,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/
Government,409,ScienceMath,Biology,Government,genome.gov,https://www.genome.gov/
Government,410,ScienceMath,Biology,Government,ornl.gov,https://www.ornl.gov/
Government,416,ScienceMath,Biology,Government,ghr.nlm.nih.gov,https://medlineplus.gov/genetics/
Government,418,ScienceMath,Chemistry,non-profit,acs.org,https://www.acs.org/content/acs/en.html
Government,423,ScienceMath,Environmental,Government,noaa.gov,https://www.noaa.gov/
Government,424,ScienceMath,Environmental,Government,nps.gov,https://www.nps.gov/index.htm
Government,429,ScienceMath,Environmental,Government,energy.gov,https://www.energy.gov/
Government,431,ScienceMath,Environmental,Government,eia.gov,https://www.eia.gov/
Government,432,ScienceMath,Environmental,Government,fws.gov,https://fws.gov/
Government,442,ScienceMath,Engineering,Government,nasa.gov,https://www.nasa.gov/
Government,448,ScienceMath,Engineering,Government,osha.gov,https://www.osha.gov/
Government,458,ScienceMath,Engineering,Government,energystar.gov,https://www.energystar.gov/
Government,785,Automative,Aviation,Government,aviationweather.gov,https://aviationweather.gov/
Government,786,Automative,Aviation,Government,airforce.com,https://www.airforce.com/
Government,1057,Finance,Finance,Government,irs.gov,https://www.irs.gov/
Government,1058,Finance,Finance,Government,marketwatch.com,https://www.marketwatch.com/
Government,1081,Finance,Scholarship,Government,ed.gov,https://www.ed.gov/
Government,1083,Finance,Scholarship,Government,studentloans.gov,https://studentaid.gov/
Government,1084,Finance,Scholarship,non-profit,colleges.niche.com,https://www.niche.com/colleges/search/best-colleges/
Government,1085,Finance,Scholarship,Government,aessuccess.org,http://www.aessuccess.org/
non_profit,29,FoodBeverage,OnlineGroceryShopping,nonprofit,heb.com,https://www.heb.com/
non_profit,51,HealthFitness,Diet,nonprofit,livestrong.com,https://www.livestrong.com/
non_profit,63,HealthFitness,Healthcare,nonprofit,kaiserpermanente.org,https://healthy.kaiserpermanente.org/front-door
non_profit,68,HealthFitness,Medical,nonprofit,mayoclinic.org,https://www.mayoclinic.org/
non_profit,90,HealthFitness,WomensHealth,nonprofit,scarymommy.com,https://www.scarymommy.com/
non_profit,92,HealthFitness,WomensHealth,nonprofit,empowher.com,https://empowher.com/
non_profit,94,HealthFitness,WomensHealth,nonprofit,youngwomenshealth.org,https://youngwomenshealth.org/
non_profit,144,News Media,Conservative,nonprofit,theamericanconservative.com,https://www.theamericanconservative.com/
non_profit,174,News Media,Liberal,nonprofit,politifact.com,https://www.politifact.com/
non_profit,188,PeopleSociety,Crowdfunding,nonprofit,patreon.com,https://www.patreon.com/
non_profit,192,PetsAnimals,Birding,nonprofit,allaboutbirds.org,https://www.allaboutbirds.org/news/
non_profit,193,PetsAnimals,Birding,nonprofit,audubon.org,https://www.audubon.org/
non_profit,199,PetsAnimals,PetStores,nonprofit,petcarerx.com,https://www.petcarerx.com/
non_profit,201,PetsAnimals,Pet,nonprofit,akc.org,https://www.akc.org/
non_profit,202,PetsAnimals,Pet,nonprofit,iheartdogs.com,https://iheartdogs.com/
non_profit,212,PetsAnimals,Pet,nonprofit,peta.org,https://www.peta.org/
non_profit,222,Publishing,Book,nonprofit,cambridge.org,https://www.cambridge.org/
non_profit,236,Publishing,Book,nonprofit,jstor.org,https://www.jstor.org/
non_profit,246,Publishing,Ebook,nonprofit,wikibooks.org,https://www.wikibooks.org/
non_profit,251,Publishing,Ebook,nonprofit,gutenberg.org,https://gutenberg.org/
non_profit,254,Publishing,Ebook,nonprofit,openlibrary.org,https://openlibrary.org/
non_profit,272,Reference,BusinessListing,nonprofit,bbb.org,https://www.bbb.org/
non_profit,278,Reference,BusinessListing,Government,area-codes.com,https://www.area-codes.com/
non_profit,401,ScienceMath,Biology,non-profit,plos.org,https://plos.org/
non_profit,405,ScienceMath,Biology,non-profit,expasy.org,https://www.expasy.org/
non_profit,408,ScienceMath,Biology,non-profit,broadinstitute.org,https://www.broadinstitute.org/
non_profit,411,ScienceMath,Biology,non-profit,hhmi.org,https://www.hhmi.org/
non_profit,414,ScienceMath,Biology,non-profit,addgene.org,https://www.addgene.org/
non_profit,415,ScienceMath,Biology,non-profit,neb.com,https://www.neb.com/
non_profit,422,ScienceMath,Chemistry,non-profit,cas.org,https://www.cas.org/
non_profit,430,ScienceMath,Environmental,non-profit,ewg.org,https://www.ewg.org/
non_profit,434,ScienceMath,Environmental,non-profit,nature.org,https://www.nature.org/en-us/
non_profit,436,ScienceMath,Environmental,non-profit,sierraclub.org,https://www.sierraclub.org/
non_profit,437,ScienceMath,Environmental,non-profit,nwf.org,http://nwf.org/
non_profit,438,ScienceMath,Environmental,non-profit,worldwildlife.org,https://www.worldwildlife.org/
non_profit,441,ScienceMath,Environmental,non-profit,grist.org,https://grist.org/
non_profit,880,CareerEducation,Educational,non-profit,blackboard.com,https://www.blackboard.com/
non_profit,888,CareerEducation,Educational,non-profit,sparknotes.com,https://www.sparknotes.com/
non_profit,891,CareerEducation,Educational,non-profit,greatschools.org,https://www.greatschools.org/
non_profit,892,CareerEducation,Educational,non-profit,chegg.com,https://www.chegg.com/
non_profit,944,CareerEducation,OnlineLearning,non-profit,codecademy.com,https://www.codecademy.com/
non_profit,976,Entertainment,Music,non-profit,npr.org,https://www.npr.org/
non_profit,1067,Finance,Insurance,non-profit,bcbs.com,https://www.bcbs.com/
non_profit,1069,Finance,Insurance,non-profit,humana.com,https://www.humana.com/
non_profit,1074,Finance,Insurance,non-profit,farmers.com,https://www.farmers.com/
non_profit,1075,Finance,Insurance,non-profit,metlife.com,https://www.metlife.com/
non_profit,1078,Finance,Insurance,non-profit,esurance.com,https://www.esurance.com/
revenue_not_suff,1,FoodBeverage,Food,profit,thekitchn.com,https://www.thekitchn.com/
revenue_not_suff,2,FoodBeverage,Food,profit,food.com,https://www.food.com/
revenue_not_suff,3,FoodBeverage,Food,profit,sallysbakingaddiction.com,https://sallysbakingaddiction.com/
revenue_not_suff,5,FoodBeverage,Food,profit,seriouseats.com,https://www.seriouseats.com/
revenue_not_suff,6,FoodBeverage,Food,profit,epicurious.com,https://www.epicurious.com/
revenue_not_suff,9,FoodBeverage,Food,profit,myrecipes.com,https://www.myrecipes.com/
revenue_not_suff,11,FoodBeverage,Food,profit,tasteofhome.com,https://www.tasteofhome.com/
revenue_not_suff,12,FoodBeverage,Food,profit,delish.com,https://www.delish.com/
revenue_not_suff,15,FoodBeverage,Food,profit,thepioneerwoman.com,https://www.thepioneerwoman.com/
revenue_not_suff,23,FoodBeverage,FoodDelivery,profit,orderup.com,https://www.orderup.com.au/
revenue_not_suff,25,FoodBeverage,FoodDelivery,profit,beyondmenu.com,https://www.beyondmenu.com/
revenue_not_suff,35,FoodBeverage,Restaurants,profit,dominos.com,https://www.dominos.com/
revenue_not_suff,46,Gambling,Gambling,profit,flashscore.com,https://www.flashscore.com/
revenue_not_suff,50,Gambling,Gambling,profit,betradar.com,https://betradar.com/
revenue_not_suff,55,HealthFitness,Diet,profit,healthypage.com,https://healthypage.com/
revenue_not_suff,57,HealthFitness,Diet,profit,sparkpeople.com,https://www.sparkpeople.com/index.asp
revenue_not_suff,58,HealthFitness,Diet,profit,calorieking.com,https://www.calorieking.com/us/en/
revenue_not_suff,59,HealthFitness,Diet,profit,fooducate.com,https://www.calorieking.com/us/en/
revenue_not_suff,71,HealthFitness,Medical,profit,medscape.com,https://www.medscape.com/
revenue_not_suff,73,HealthFitness,Medical,profit,curejoy.com,https://curejoy.com/
revenue_not_suff,78,HealthFitness,OnlinePharmacies,profit,rxlist.com,https://www.rxlist.com/
revenue_not_suff,86,HealthFitness,WomensHealth,profit,mindbodygreen.com,https://www.mindbodygreen.com/
revenue_not_suff,87,HealthFitness,WomensHealth,profit,lifescript.com,https://www.everydayhealth.com/
revenue_not_suff,88,HealthFitness,WomensHealth,profit,shape.com,https://www.shape.com/
revenue_not_suff,93,HealthFitness,WomensHealth,profit,skinnyms.com,https://skinnyms.com/
revenue_not_suff,100,HomeGarden,BuyArtOnline,profit,allposters.com,https://www.allposters.com/
revenue_not_suff,101,HomeGarden,BuyArtOnline,profit,fineartamerica.com,https://fineartamerica.com/
revenue_not_suff,115,HomeGarden,Gardening,profit,gardeningknowhow.com,https://www.gardeningknowhow.com/
revenue_not_suff,117,HomeGarden,Gardening,profit,gardenweb.com,https://www.gardenweb.com/
revenue_not_suff,124,HomeGarden,HomeDecorating,profit,countryliving.com,https://www.countryliving.com/
revenue_not_suff,125,HomeGarden,HomeDecorating,profit,bhg.com,https://www.bhg.com/
revenue_not_suff,130,Leisure,Craft,profit,hobbylobby.com,https://www.hobbylobby.com/
revenue_not_suff,134,Leisure,Craft,profit,livinglocurto.com,https://www.livinglocurto.com/
revenue_not_suff,141,News Media,Conservative,profit,thehill.com,https://thehill.com/
revenue_not_suff,145,News Media,Conservative,profit,breitbart.com,https://www.breitbart.com/
revenue_not_suff,150,News Media,Conservative,profit,theblaze.com,https://www.theblaze.com/
revenue_not_suff,151,News Media,Conservative,profit,westernjournalism.com,https://www.westernjournal.com/
revenue_not_suff,156,News Media,Conservative,profit,washingtonexaminer.com,https://www.washingtonexaminer.com/
revenue_not_suff,161,News Media,Liberal,profit,slate.com,https://slate.com/
revenue_not_suff,162,News Media,Liberal,profit,rollingstone.com,https://www.rollingstone.com/
revenue_not_suff,164,News Media,Liberal,profit,dailykos.com,https://www.dailykos.com/
revenue_not_suff,168,News Media,Liberal,profit,rawstory.com,https://www.rawstory.com/
revenue_not_suff,170,News Media,Liberal,profit,salon.com,https://www.salon.com/
revenue_not_suff,173,News Media,Liberal,profit,alternet.org,https://www.alternet.org/
revenue_not_suff,175,News Media,Liberal,profit,credoaction.com,https://www.credoaction.com/
revenue_not_suff,176,News Media,Liberal,profit,thinkprogress.org,https://thinkprogress.org/
revenue_not_suff,180,News Media,Newspapers,profit,nydailynews.com,https://www.nydailynews.com/
revenue_not_suff,186,PeopleSociety,Crowdfunding,profit,kickstarter.com,https://www.kickstarter.com/
revenue_not_suff,203,PetsAnimals,Pet,profit,dogtime.com,https://dogtime.com/
revenue_not_suff,205,PetsAnimals,Pet,profit,petfinder.com,https://www.petfinder.com/
revenue_not_suff,207,PetsAnimals,Pet,profit,petmd.com,https://www.petmd.com/
revenue_not_suff,208,PetsAnimals,Pet,profit,adoptapet.com,https://www.adoptapet.com/
revenue_not_suff,209,PetsAnimals,Pet,profit,cesarsway.com,https://www.cesarsway.com/
revenue_not_suff,211,PetsAnimals,Pet,profit,dogbreedinfo.com,http://dogbreedinfo.com/
revenue_not_suff,213,PetsAnimals,Pet,profit,puppyfind.com,https://puppies.com/
revenue_not_suff,214,PetsAnimals,Pet,profit,backyardchickens.com,https://www.backyardchickens.com/
revenue_not_suff,215,PetsAnimals,Pet,profit,dogster.com,https://www.dogster.com/
revenue_not_suff,217,PetsAnimals,Pet,profit,thecatsite.com,https://thecatsite.com/
revenue_not_suff,218,PetsAnimals,Pet,profit,thedodo.com,https://www.thedodo.com/
revenue_not_suff,220,Publishing,Book,profit,ebrary.com,https://about.proquest.com/en/products-services/ebooks-main/
revenue_not_suff,228,Publishing,Book,profit,ebook3000.com,http://ebook3000.com/
revenue_not_suff,230,Publishing,Book,profit,springer.com,https://www.springer.com/us
revenue_not_suff,238,Publishing,BookReview,profit,publishersweekly.com,https://www.publishersweekly.com/
revenue_not_suff,239,Publishing,BookReview,profit,westeros.org,https://westeros.org/
revenue_not_suff,240,Publishing,BookReview,profit,nybooks.com,https://www.nybooks.com/
revenue_not_suff,241,Publishing,BookReview,profit,librarything.com,https://www.librarything.com/
revenue_not_suff,243,Publishing,BookReview,profit,ebookfriendly.com,https://ebookfriendly.com/
revenue_not_suff,248,Publishing,Ebook,profit,freemake.com,https://www.freemake.com/
revenue_not_suff,250,Publishing,Ebook,profit,bookbub.com,https://www.bookbub.com/welcome
revenue_not_suff,255,Publishing,Ebook,profit,openculture.com,https://openculture.com/
revenue_not_suff,257,Publishing,Textbook,profit,abebooks.com,https://www.abebooks.com/
revenue_not_suff,258,Publishing,Textbook,profit,safaribooksonline.com,https://www.oreilly.com/
revenue_not_suff,259,Publishing,Textbook,profit,bkstr.com,https://www.bkstr.com/efollettstore/home
revenue_not_suff,260,Publishing,Textbook,profit,vitalsource.com,https://www.vitalsource.com/
revenue_not_suff,262,Publishing,Textbook,profit,valorebooks.com,https://www.valorebooks.com/
revenue_not_suff,276,Reference,BusinessListing,profit,superpages.com,https://www.superpages.com/
revenue_not_suff,281,Reference,BusinessListing,profit,yell.com,https://www.yell.com/
revenue_not_suff,285,Retail,Classifieds,profit,quikr.com,https://www.quikr.com/
revenue_not_suff,287,Retail,Classifieds,profit,corotos.com.do,https://www.corotos.com.do/
revenue_not_suff,288,Retail,Classifieds,profit,expatriates.com,https://www.expatriates.com/
revenue_not_suff,290,Retail,Classifieds,profit,claz.org,https://claz.org/
revenue_not_suff,291,Retail,Classifieds,profit,hoobly.com,https://www.hoobly.com/s/us
revenue_not_suff,292,Retail,Classifieds,profit,bookoo.com,http://bookoo.com/
revenue_not_suff,299,Retail,Coupon,profit,ebates.com,https://www.rakuten.com/
revenue_not_suff,301,Retail,Coupon,profit,thekrazycouponlady.com,https://thekrazycouponlady.com/
revenue_not_suff,303,Retail,Coupon,profit,offers.com,https://www.offers.com/
revenue_not_suff,304,Retail,Coupon,profit,dealnews.com,https://www.dealnews.com/
revenue_not_suff,306,Retail,Coupon,profit,grabon.in,https://www.grabon.in/
revenue_not_suff,308,Retail,Coupon,profit,hotukdeals.com,https://www.hotukdeals.com/
revenue_not_suff,312,Retail,ComparisonShoping,profit,bizrate.com,https://www.bizrate.com/
revenue_not_suff,314,Retail,ComparisonShoping,profit,mysmartprice.com,https://www.mysmartprice.com/
revenue_not_suff,316,Retail,ComparisonShoping,profit,fatwallet.com,https://www.rakuten.com/
revenue_not_suff,317,Retail,ComparisonShoping,profit,smartprix.com,https://www.smartprix.com/
revenue_not_suff,318,Retail,ComparisonShoping,profit,shoplocal.com,https://shoplocal.com/?postalcode=60670
revenue_not_suff,319,Retail,ComparisonShoping,profit,mysimon.com,https://www.mysimon.com/
revenue_not_suff,320,Retail,ComparisonShoping,profit,bookfinder.com,https://www.bookfinder.com/
revenue_not_suff,322,Retail,ComparisonShoping,profit,nextag.com,https://www.nextag.com/
revenue_not_suff,331,Retail,Liquidation,profit,dx.com,https://www.dx.com/
revenue_not_suff,333,Retail,Liquidation,profit,dealspotr.com,https://dealspotr.com/
revenue_not_suff,334,Retail,Liquidation,profit,dollardays.com,https://www.dollardays.com/
revenue_not_suff,336,Retail,Liquidation,profit,salehoo.com,https://www.salehoo.com/
revenue_not_suff,337,Retail,Liquidation,profit,wholesalecentral.com,https://www.wholesalecentral.com/index.htm
revenue_not_suff,338,Retail,Liquidation,profit,doba.com,https://www.doba.com/
revenue_not_suff,340,Retail,Liquidation,profit,esources.co.uk,https://www.esources.co.uk/
revenue_not_suff,341,Retail,Liquidation,profit,sunsky-online.com,https://www.sunsky-online.com/
revenue_not_suff,342,Retail,Liquidation,profit,worldwidebrands.com,https://worldwidebrands.com/
revenue_not_suff,376,Retail,DepartmentStores,profit,saksfifthavenue.com,https://www.saksfifthavenue.com/
revenue_not_suff,380,ScienceMath,Astrology,profit,horoscope.com,https://www.horoscope.com/us/horoscopes/general/horoscope-general-daily-today.aspx?sign=1
revenue_not_suff,382,ScienceMath,Astrology,profit,astrology.com,https://www.astrology.com/us/home.aspx
revenue_not_suff,383,ScienceMath,Astrology,profit,astrologyanswers.com,https://www.astrologyanswers.com/
revenue_not_suff,384,ScienceMath,Astrology,profit,ganeshaspeaks.com,https://www.ganeshaspeaks.com/
revenue_not_suff,385,ScienceMath,Astrology,profit,cafeastrology.com,https://cafeastrology.com/
revenue_not_suff,386,ScienceMath,Astrology,profit,universetoday.com,https://www.universetoday.com/
revenue_not_suff,387,ScienceMath,Astrology,profit,tarot.com,https://www.tarot.com/
revenue_not_suff,388,ScienceMath,Astrology,profit,astro.com,https://www.astro.com/horoscope
revenue_not_suff,389,ScienceMath,Astrology,profit,astrosage.com,http://astrosage.com/
revenue_not_suff,391,ScienceMath,Astrology,profit,astrostyle.com,https://astrostyle.com/
revenue_not_suff,394,ScienceMath,Astrology,profit,windows2universe.org,https://windows2universe.org/
revenue_not_suff,395,ScienceMath,Astrology,profit,astrocenter.com,https://www.sunsigns.com/
revenue_not_suff,396,ScienceMath,Astrology,profit,earthsky.org,https://earthsky.org/
revenue_not_suff,403,ScienceMath,Biology,profit,innerbody.com,https://www.innerbody.com/
revenue_not_suff,406,ScienceMath,Biology,profit,biology-online.org,https://www.biologyonline.com/
revenue_not_suff,407,ScienceMath,Biology,profit,jbc.org,https://www.jbc.org/
revenue_not_suff,412,ScienceMath,Biology,profit,genecards.org,https://www.genecards.org/
revenue_not_suff,413,ScienceMath,Biology,profit,cshlp.org,http://cshlp.org/
revenue_not_suff,420,ScienceMath,Chemistry,profit,webqc.org,https://www.webqc.org/
revenue_not_suff,425,ScienceMath,Environmental,profit,livescience.com,https://www.livescience.com/
revenue_not_suff,428,ScienceMath,Environmental,profit,treehugger.com,https://www.treehugger.com/
revenue_not_suff,433,ScienceMath,Environmental,profit,inhabitat.com,https://inhabitat.com/page/3/
revenue_not_suff,435,ScienceMath,Environmental,profit,greenpeace.org,https://www.greenpeace.org/global/
revenue_not_suff,439,ScienceMath,Environmental,profit,arkive.org,https://icwb.com/one-life
revenue_not_suff,440,ScienceMath,Environmental,profit,motherearthnews.com,https://www.motherearthnews.com/
revenue_not_suff,446,ScienceMath,Engineering,profit,space.com,https://www.space.com/
revenue_not_suff,447,ScienceMath,Engineering,profit,popularmechanics.com,https://www.popularmechanics.com/
revenue_not_suff,449,ScienceMath,Engineering,profit,tenlinks.com,http://tenlinks.com/
revenue_not_suff,451,ScienceMath,Engineering,profit,alldatasheet.com,https://www.alldatasheet.com/
revenue_not_suff,452,ScienceMath,Engineering,profit,iso.org,https://www.iso.org/home.html
revenue_not_suff,459,ScienceMath,Engineering,profit,engineering.com,https://www.engineering.com/home
revenue_not_suff,460,ScienceMath,Math,profit,mathsisfun.com,https://mathsisfun.com/
revenue_not_suff,461,ScienceMath,Math,profit,rapidtables.com,https://www.rapidtables.com/
revenue_not_suff,462,ScienceMath,Math,profit,inverse.com,https://www.inverse.com/
revenue_not_suff,463,ScienceMath,Math,profit,asknumbers.com,https://www.asknumbers.com/
revenue_not_suff,465,ScienceMath,Math,profit,learner.org,https://www.learner.org/
revenue_not_suff,467,ScienceMath,Math,profit,convertunits.com,https://www.convertunits.com/
revenue_not_suff,469,ScienceMath,Math,profit,0calc.com,https://web2.0calc.com/
revenue_not_suff,470,ScienceMath,Math,profit,abcya.com,https://www.abcya.com/
revenue_not_suff,472,ScienceMath,Math,profit,metric-conversions.org,https://www.metric-conversions.org/
revenue_not_suff,473,ScienceMath,Math,profit,xkcd.com,https://xkcd.com/
revenue_not_suff,474,ScienceMath,Math,profit,purplemath.com,https://www.purplemath.com/
revenue_not_suff,477,ScienceMath,Math,profit,calculatorsoup.com,https://www.calculatorsoup.com/
revenue_not_suff,479,Sports,Basketbal,profit,basketball-reference.com,https://www.basketball-reference.com/
revenue_not_suff,480,Sports,Basketbal,profit,realgm.com,https://basketball.realgm.com/
revenue_not_suff,482,Sports,Basketbal,profit,cavsnation.com,https://cavsnation.com/
revenue_not_suff,483,Sports,Basketbal,profit,hoopshype.com,https://hoopshype.com/
revenue_not_suff,486,Sports,Football,profit,pro-football-reference.com,https://www.pro-football-reference.com/
revenue_not_suff,490,Sports,Football,profit,nflshop.com,https://www.nflshop.com/
revenue_not_suff,492,Sports,Runners,profit,runnersworld.com,https://www.runnersworld.com/
revenue_not_suff,495,Sports,Runners,profit,runsignup.com,https://runsignup.com/
revenue_not_suff,496,Sports,Runners,profit,competitor.com,https://www.competitor.com/
revenue_not_suff,497,Sports,Runners,profit,letsrun.com,https://www.letsrun.com/
revenue_not_suff,498,Sports,Runners,profit,mapmyrun.com,https://www.mapmyrun.com/
revenue_not_suff,500,Sports,Sports,profit,sports.yahoo.com,https://sports.yahoo.com/
revenue_not_suff,501,Sports,Sports,profit,90min.com,https://www.90min.com/
revenue_not_suff,505,Sports,Sports,profit,cbssports.com,https://www.cbssports.com/
revenue_not_suff,510,Telecommunication,CDNProviders,profit,level3.com,https://www.lumen.com/en-us/home.html
revenue_not_suff,512,Telecommunication,CDNProviders,profit,limelight.com,https://edg.io/
revenue_not_suff,513,Telecommunication,CDNProviders,profit,keycdn.com,https://www.keycdn.com/
revenue_not_suff,516,Telecommunication,CDNProviders,profit,getambassador.com,https://www.getambassador.com/
revenue_not_suff,522,Telecommunication,FreeEmailService,profit,protonmail.com,https://proton.me/mail
revenue_not_suff,527,Telecommunication,SearchEngines,profit,myway.com,https://hp.myway.com/myway/index.html
revenue_not_suff,533,Telecommunication,WebsiteBuilders,profit,wikidot.com,http://www.wikidot.com/
revenue_not_suff,535,Telecommunication,WebsiteBuilders,profit,tripod.com,https://www.tripod.lycos.com/
revenue_not_suff,536,Telecommunication,WebsiteBuilders,profit,ucoz.com,https://www.ucoz.com/#superFooter
revenue_not_suff,553,Travel,Airfare,profit,priceline.com,https://www.priceline.com/?vrid=5b0366966e01f115e8aa3a82cd601546
revenue_not_suff,558,Travel,Airfare,profit,bookingbuddy.com,https://www.bookingbuddy.com/en/
revenue_not_suff,561,Travel,Airfare,profit,cleartrip.com,https://www.cleartrip.com/
revenue_not_suff,564,Travel,Airfare,profit,airfarewatchdog.com,https://www.airfarewatchdog.com/
revenue_not_suff,565,Travel,Airfare,profit,seatguru.com,https://seatguru.com/
revenue_not_suff,566,Travel,Airfare,profit,onetravel.com,https://www.onetravel.com/
revenue_not_suff,568,Travel,HotelBooking,profit,hotelurbano.com,https://us.hurb.com/
revenue_not_suff,575,Travel,HotelBooking,profit,starwoodhotels.com,https://www.marriott.com/default.mi?redirectFrom=www.starwoodhotels.com
revenue_not_suff,581,Travel,TravelNews,profit,fodors.com,https://www.fodors.com/
revenue_not_suff,584,Travel,TravelNews,profit,oyster.com,https://www.oyster.com/
revenue_not_suff,585,Travel,TravelNews,profit,saveur.com,https://www.saveur.com/
revenue_not_suff,587,Travel,TravelNews,profit,boardingarea.com,https://boardingarea.com/
revenue_not_suff,588,Travel,TravelNews,profit,londonist.com,https://londonist.com/
revenue_not_suff,589,Travel,TravelNews,profit,flyertalk.com,https://www.flyertalk.com/
revenue_not_suff,591,Travel,TravelNews,profit,coastalliving.com,https://www.southernliving.com/travel/coastal-living
revenue_not_suff,592,Travel,TravelNews,profit,frommers.com,https://www.frommers.com/
revenue_not_suff,598,Electronics,Appliances,profit,keurig.com,https://www.keurig.com/
revenue_not_suff,603,Electronics,Appliances,profit,abt.com,https://www.abt.com/
revenue_not_suff,604,Electronics,Appliances,profit,bosch-home.com,https://www.bosch-home.com/
revenue_not_suff,605,Electronics,Appliances,profit,ajmadison.com,https://www.ajmadison.com/
revenue_not_suff,610,Electronics,ComputerParts,profit,tomshardware.com,https://www.tomshardware.com/
revenue_not_suff,617,Electronics,ComputerParts,profit,computerhope.com,https://www.computerhope.com/
revenue_not_suff,621,Electronics,ComputerParts,profit,pcpartpicker.com,https://pcpartpicker.com/
revenue_not_suff,627,Electronics,ComputerParts,profit,1ink.com,https://www.1ink.com/
revenue_not_suff,629,Electronics,ComputerSecuritySoftware,profit,norton.com,https://us.norton.com/
revenue_not_suff,632,Electronics,ComputerSecuritySoftware,profit,truste.com,https://trustarc.com/
revenue_not_suff,637,Electronics,ComputerSecuritySoftware,profit,symantec.com,https://www.broadcom.com/products/cybersecurity
revenue_not_suff,638,Electronics,ComputerSecuritySoftware,profit,opendns.com,https://www.opendns.com/
revenue_not_suff,640,Electronics,ComputerSecuritySoftware,profit,virustotal.com,https://www.virustotal.com/gui/home/upload
revenue_not_suff,643,Electronics,ComputerSecuritySoftware,profit,zonealarm.com,https://www.zonealarm.com/
revenue_not_suff,650,Electronics,SoftwareCompany,profit,utorrent.com,https://www.utorrent.com/
revenue_not_suff,652,Electronics,SoftwareCompany,profit,uptodown.com,https://en.uptodown.com/mac
revenue_not_suff,655,Electronics,SoftwareCompany,profit,steamcommunity.com,https://steamcommunity.com/
revenue_not_suff,657,Electronics,SoftwareCompany,profit,sourceforge.net,https://sourceforge.net/
revenue_not_suff,658,Electronics,SoftwareCompany,profit,office365.com,https://www.microsoft.com/en-us/microsoft-365?ms.url=office365com&rtc=1
revenue_not_suff,659,Electronics,SoftwareCompany,profit,filehippo.com,https://filehippo.com/
revenue_not_suff,662,Electronics,SoftwareCompany,profit,qiita.com,https://qiita.com/
revenue_not_suff,663,Electronics,SoftwareCompany,profit,telegram.org,https://telegram.org/
revenue_not_suff,664,Electronics,TechReview,profit,cnet.com,https://www.cnet.com/
revenue_not_suff,666,Electronics,TechReview,profit,theverge.com,https://www.theverge.com/
revenue_not_suff,667,Electronics,TechReview,profit,gsmarena.com,https://www.gsmarena.com/
revenue_not_suff,668,Electronics,TechReview,profit,pcmag.com,https://www.pcmag.com/
revenue_not_suff,669,Electronics,TechReview,profit,engadget.com,https://www.engadget.com/
revenue_not_suff,671,Electronics,TechReview,profit,imore.com,https://www.imore.com/
revenue_not_suff,674,Electronics,TechReview,profit,pcworld.com,https://www.pcworld.com/
revenue_not_suff,676,Electronics,TechReview,profit,trustedreviews.com,https://www.techadvisor.com/
revenue_not_suff,677,Electronics,TechReview,profit,toptenreviews.com,https://www.toptenreviews.com/
revenue_not_suff,678,Electronics,TechReview,profit,dpreview.com,https://www.dpreview.com/
revenue_not_suff,679,Electronics,TechReview,profit,zdnet.com,https://www.zdnet.com/
revenue_not_suff,680,Electronics,TechReview,profit,recode.net,https://www.vox.com/recode
revenue_not_suff,681,Electronics,TechReview,profit,boingboing.net,https://boingboing.net/
revenue_not_suff,682,Electronics,TechReview,profit,sammobile.com,https://www.sammobile.com/
revenue_not_suff,693,Apparel,Apparel,profit,womanwithin.com,https://www.womanwithin.com/
revenue_not_suff,695,Apparel,Apparel,profit,6pm.com,https://www.6pm.com/
revenue_not_suff,718,Apparel,Accessory,profit,jared.com,https://www.jared.com/
revenue_not_suff,720,Apparel,Accessory,profit,glassesusa.com,https://www.glassesusa.com/
revenue_not_suff,724,Apparel,Lingerie,profit,herroom.com,https://www.herroom.com/
revenue_not_suff,725,Apparel,Lingerie,profit,fredericks.com,https://www.fredericks.com/
revenue_not_suff,727,Apparel,Lingerie,profit,leonisa.com,https://www.leonisa.com/en/
revenue_not_suff,729,Apparel,Lingerie,profit,lingeriediva.com,https://www.lingeriediva.com/
revenue_not_suff,731,Apparel,Lingerie,profit,forplaycatalog.com,https://www.forplaycatalog.com/
revenue_not_suff,732,Apparel,Lingerie,profit,brastop.com,https://www.brastop.com/
revenue_not_suff,733,Apparel,Lingerie,profit,3wishes.com,https://www.3wishes.com/
revenue_not_suff,734,Apparel,Lingerie,profit,secretsinlace.com,https://www.secretsinlace.com/
